Crop Name,Nitrogen (N),Phosphorus (P),Potassium (K),Temperature (°C),Humidity (%),pH,Soil Type,Required Water (mm per acre)
Rice,272,34,143,37.32453767176373,57.746545196918014,7.7,Sandy,360
Rice,165,20,91,15.49875491048154,88.98446416787898,6.7,Chalky,735
Wheat,103,48,45,20.652481214620607,22.37816755241065,5.0,Loamy,1234
Maize,260,84,35,35.85079560939168,65.8296917837975,5.4,Silty,882
Cotton,251,66,70,31.072453506598734,26.009672041430942,6.6,Silty,510
Rice,67,98,90,20.171158784408696,58.44058496645921,6.4,Loamy,835
Wheat,296,40,138,33.32350303780263,99.87929217135711,6.9,Peaty,367
Millets,58,93,45,21.68866591849091,76.3945270756596,6.1,Clay,1244
Barley,220,78,54,19.588581311279462,76.35524501184494,6.4,Peaty,438
Soybean,55,92,129,24.609883664485693,51.05415224693759,5.8,Peaty,360
Soybean,64,47,33,18.41455695974951,62.68066102091491,7.7,Chalky,1239
Maize,55,93,91,14.538354736105912,32.823260730218976,8.7,Silty,1230
Millets,165,72,148,13.175107028991446,57.80467066858481,8.1,Peaty,1303
Millets,240,93,145,19.57361700762695,23.881139346541104,7.2,Clay,1442
Soybean,299,24,125,18.145843102865328,86.8380606354029,6.4,Chalky,1291
Cotton,124,69,97,11.702862013696398,45.79254448801016,9.0,Sandy,759
Groundnut,195,31,88,10.7751367180751,59.15057220083323,5.6,Peaty,833
Sugarcane,228,43,110,37.81898521322008,47.30146219490671,5.9,Sandy,1345
Cotton,190,80,150,15.866192917725568,69.19244673442715,8.7,Chalky,903
Soybean,129,66,116,22.54760135239205,49.689400467279555,6.5,Chalky,541
Rice,136,20,127,26.274775035562694,95.10073150662339,6.5,Chalky,452
Barley,259,51,85,25.11327939444525,45.20803104345676,4.6,Clay,508
Millets,278,53,35,23.25351504514779,43.66137784630797,5.4,Peaty,690
Soybean,126,67,49,18.132583434632345,82.5127264926383,6.2,Clay,534
Wheat,224,20,95,27.327168862743576,49.11828696617207,5.6,Chalky,537
Pulses,194,54,144,34.05667409990396,75.64495437674506,7.7,Peaty,389
Pulses,61,30,80,25.1656799808949,62.379338835579844,7.9,Chalky,784
Cotton,180,35,126,25.96092038966007,91.9114004259068,7.5,Clay,422
Millets,86,83,29,23.661228804953865,83.2061125456662,8.4,Chalky,1341
Maize,114,26,118,28.16625735207771,79.07642379963123,5.3,Clay,1218
Millets,171,94,41,19.27033037808136,37.89143051006547,6.9,Silty,703
Millets,77,72,116,37.09413296910181,90.40180912380477,8.7,Peaty,603
Rice,208,91,84,28.913799204531074,56.669196940312204,5.7,Loamy,1471
Cotton,225,50,112,37.55281927207329,94.8511078478994,8.0,Silty,1408
Cotton,299,37,60,15.44603270519287,60.08046474970759,5.5,Loamy,1169
Cotton,199,71,52,21.253911458724172,85.4475056083781,4.3,Clay,1326
Sugarcane,127,79,80,32.62308254530349,20.26733409672035,6.2,Loamy,905
Pulses,280,30,142,32.738039370127254,34.47065616777466,6.3,Chalky,1215
Millets,239,58,51,31.509813627368633,23.18242299370228,6.7,Silty,1178
Maize,279,94,74,15.223828069034939,63.641640356571756,5.0,Silty,594
Millets,84,46,71,32.03338803986014,30.014437645871162,6.6,Silty,1457
Maize,95,59,105,18.875173903103885,91.94690775395935,4.8,Peaty,1036
Wheat,133,50,78,31.524317726579692,51.54005262639903,6.5,Sandy,1272
Sugarcane,159,37,109,18.041443982652087,22.827823537539828,7.1,Loamy,1376
Barley,88,78,137,32.202208643153725,36.074344355810155,6.4,Chalky,945
Millets,298,50,96,33.63923127742841,24.04066266806928,8.0,Chalky,999
Sugarcane,293,92,117,24.86245613889883,40.98778552643216,8.3,Silty,445
Millets,113,89,107,12.620288359722045,59.18094555812025,6.1,Clay,427
Rice,202,28,83,21.670900821923915,92.31600261108953,4.7,Clay,1204
Wheat,109,37,90,26.408156310384403,55.595023878569066,4.2,Sandy,915
Groundnut,175,61,129,30.46379991911299,41.020290059234426,4.5,Chalky,998
Millets,91,53,75,36.838338474078654,57.01858570439482,5.0,Silty,1452
Pulses,67,76,144,23.32547321284528,22.668348027537554,6.9,Silty,1227
Sugarcane,151,99,86,20.30195531623971,65.47772618899963,4.5,Silty,1359
Wheat,165,33,98,32.135388064597684,45.40378047354368,8.5,Silty,1048
Millets,162,54,55,18.24064739664486,23.5187491737359,4.9,Sandy,1095
Barley,146,53,137,35.35457694136821,54.09274012684741,5.1,Peaty,398
Sugarcane,286,89,47,27.99380227319982,99.11005093710934,6.5,Silty,1376
Groundnut,64,94,46,14.122291791271051,80.65766653802015,4.5,Chalky,730
Pulses,205,33,47,35.397321672020524,37.62852258899237,6.1,Loamy,1266
Rice,275,62,83,18.65967824812609,90.50886490073914,7.8,Chalky,1112
Maize,80,87,23,26.652510876412105,54.23278457092649,8.1,Sandy,1446
Wheat,65,79,100,38.98431810575557,79.20058129759614,5.7,Silty,970
Wheat,214,86,71,24.28473814146909,90.62600165109737,7.3,Silty,820
Maize,262,60,130,10.141393078569966,76.25066909155393,7.1,Peaty,1085
Soybean,200,46,69,16.622520245373202,74.21456208462108,7.6,Clay,1248
Millets,84,20,133,27.87899987640598,24.65559884634998,5.5,Loamy,671
Pulses,234,65,56,31.980503695950905,48.18827332405621,8.7,Loamy,1065
Rice,149,39,109,34.01778266821184,54.114990809387834,6.8,Silty,450
Rice,152,60,150,29.345447178312476,46.666347085804546,8.9,Silty,1391
Millets,165,58,26,22.49756727626459,55.33193099366153,5.3,Loamy,902
Sugarcane,241,32,111,18.912941574775626,34.73548689663748,8.2,Loamy,967
Millets,283,98,79,37.032829394221324,24.318569533918932,7.8,Loamy,1316
Groundnut,76,41,60,35.83503310287135,93.11562845578096,5.1,Sandy,1233
Groundnut,260,27,87,24.315538253581103,61.788111589871946,4.2,Chalky,1253
Cotton,248,22,147,17.974293264588226,47.95025832235888,5.5,Chalky,1070
Soybean,200,70,138,26.496220404931684,22.563238408320274,4.7,Peaty,1160
Soybean,167,34,58,25.75478437622146,81.15439188405347,4.8,Chalky,708
Rice,274,52,80,39.88274317593944,27.77023310727298,5.2,Clay,933
Cotton,232,61,107,13.687625989750202,68.85794101359971,7.5,Silty,706
Millets,210,58,45,13.981823453651284,78.61421099452741,7.9,Chalky,1252
Groundnut,119,43,58,21.424421156190746,95.40872086111101,4.1,Peaty,1085
Wheat,82,39,66,38.375298393859936,55.68354111696517,7.6,Clay,683
Rice,166,88,64,29.373992057741173,83.3646791022461,4.3,Loamy,1149
Maize,295,52,75,27.61983534244652,56.21363225522464,8.1,Clay,1047
Rice,262,47,43,25.422889845574005,94.4027306689937,4.6,Sandy,344
Sugarcane,107,31,126,22.213180218440037,28.032958250149534,4.4,Sandy,1257
Wheat,63,87,126,37.04288468804653,31.291566201099002,6.1,Chalky,1383
Millets,78,20,33,33.48654012874003,63.095763117871456,8.0,Loamy,629
Wheat,114,34,120,34.886710990897065,77.44139544024532,8.0,Silty,741
Cotton,76,53,131,26.455488379475945,26.171445298966525,6.7,Sandy,981
Barley,247,30,81,10.494109757210216,54.88033295472631,6.0,Sandy,822
Sugarcane,153,72,86,32.65524143821936,54.40763266842093,8.7,Loamy,720
Soybean,90,47,88,27.209202290995876,35.535819794717256,7.6,Peaty,548
Rice,234,33,111,25.880414292544657,79.1531542563392,5.7,Clay,1348
Rice,247,52,141,26.36078606841641,53.71540735625517,8.6,Chalky,613
Soybean,175,51,28,34.905933877166035,87.99425029643271,4.1,Peaty,860
Groundnut,182,78,35,12.862785304915658,51.24178679147403,5.3,Chalky,1053
Sugarcane,251,68,35,21.327073379888024,54.697850874021874,8.0,Sandy,592
Pulses,144,47,130,12.518309418398113,59.00587583253932,8.7,Silty,908
Groundnut,90,65,80,19.921496142155057,26.072701199226323,4.8,Silty,960
Pulses,115,44,24,33.40391115828483,42.06106859813853,4.3,Silty,812
Barley,62,42,134,37.19586022804014,92.77135970376504,7.7,Chalky,832
Millets,267,25,67,28.853471447133845,90.02419521978672,4.8,Clay,512
Rice,128,32,33,17.39204943209063,31.646925111089352,6.2,Silty,353
Barley,112,52,67,13.708326018116264,86.00815941837448,6.7,Chalky,1264
Cotton,167,29,118,20.075768120411624,45.0812392182506,5.5,Loamy,573
Groundnut,281,52,47,32.07733987769229,95.14714554820253,4.6,Peaty,1488
Wheat,280,38,73,28.563169573837236,33.51985989892814,7.2,Sandy,527
Soybean,227,30,116,27.109062934799354,29.520294796565008,5.8,Loamy,1195
Rice,203,41,37,12.331020599747735,55.86460089084541,6.6,Chalky,713
Wheat,275,60,57,23.4852665492878,26.154966397454274,8.4,Peaty,1228
Soybean,168,96,145,23.403667667261516,76.04488544378414,9.0,Sandy,1118
Barley,169,55,97,12.846649020126364,52.94507611454086,5.2,Sandy,480
Barley,114,50,68,34.966282353354046,73.8743025021939,4.3,Clay,626
Cotton,254,71,48,17.846711507232968,72.50163153692569,8.3,Peaty,736
Soybean,202,29,142,37.5251921151075,93.17511939783907,7.4,Sandy,852
Maize,118,31,39,37.03090794031185,65.13985553934461,6.2,Loamy,1296
Wheat,91,53,144,36.88041731296899,45.21105919788174,7.0,Clay,903
Sugarcane,62,52,126,28.33916502053382,77.61107384528312,4.9,Sandy,963
Groundnut,154,36,101,10.782009070873237,88.71278200461126,8.9,Sandy,369
Millets,262,24,97,14.363750842811328,55.84264565358569,6.0,Clay,1147
Soybean,120,61,26,29.945043609027422,28.47351559911263,7.2,Silty,1303
Sugarcane,189,98,78,20.41386404595373,20.709532974690667,8.3,Silty,1305
Cotton,258,32,37,21.617328740973402,62.75490602159791,7.9,Clay,625
Rice,224,40,51,14.863360802378274,92.53299495687939,8.1,Sandy,1284
Millets,140,67,134,22.158750824934057,83.24863160149538,7.3,Loamy,1376
Soybean,248,40,106,14.657727636696372,70.99986318422977,5.7,Clay,377
Wheat,166,56,65,18.686738802323376,79.05588731374584,8.4,Silty,1403
Cotton,93,92,84,15.828864556394542,99.28746404467196,7.1,Clay,836
Wheat,280,44,58,31.816702479458417,32.745323408203404,9.0,Loamy,1019
Barley,74,47,86,17.28217104235995,55.66217001819521,6.2,Sandy,856
Sugarcane,126,68,134,28.419632409126507,67.6671104713525,7.9,Clay,1236
Millets,64,89,69,24.031450090753893,63.370194704069654,4.5,Clay,1462
Groundnut,52,40,54,18.022890543545568,79.78077742430237,7.3,Silty,513
Groundnut,129,80,140,23.387257116672235,26.916692389952736,6.0,Sandy,1009
Pulses,250,25,86,28.34227469456414,50.8436766032824,8.2,Loamy,869
Rice,188,53,142,11.046801717446561,30.632636005078908,4.8,Loamy,553
Pulses,270,52,26,30.674799213486846,25.269271223725013,5.6,Loamy,1235
Cotton,267,22,131,27.173621670425092,76.25835332214794,4.7,Peaty,345
Pulses,187,20,113,11.897929912481295,62.36515791505532,6.9,Loamy,350
Rice,59,28,36,17.237886392569756,84.80700295804058,4.9,Chalky,1307
Rice,217,23,69,21.958502276500525,56.50618696979098,6.3,Loamy,690
Barley,290,70,39,18.636426066551348,70.00083210994296,5.8,Peaty,321
Groundnut,98,35,31,26.10904284478177,89.44189014518348,5.5,Chalky,1040
Cotton,198,97,150,22.2890613662344,89.11456826132604,5.5,Loamy,791
Groundnut,201,91,67,15.536165662448692,88.64380072712413,4.6,Sandy,657
Barley,185,69,54,35.70733535707694,99.37570644775579,5.4,Clay,643
Rice,61,22,110,32.353660066478014,91.21397233510804,8.9,Clay,734
Rice,67,44,59,39.77846434244954,79.75852946613813,6.4,Peaty,409
Groundnut,296,90,91,36.130466356246096,27.747555567173237,7.1,Clay,679
Soybean,100,94,120,16.195806769450602,64.73682389455276,8.7,Chalky,921
Wheat,246,23,108,12.242496195248545,25.514923560518294,7.6,Peaty,719
Maize,77,98,114,15.095597703059152,48.15118412380885,7.1,Loamy,1276
Groundnut,199,74,136,21.27187775132743,33.9851911376492,8.5,Clay,624
Groundnut,294,25,63,26.352128631437022,45.52286887615217,5.6,Clay,869
Pulses,285,67,32,38.5654228045244,91.69032596373236,6.7,Chalky,1328
Sugarcane,163,86,131,23.770550193488457,60.570156863491206,6.9,Chalky,668
Millets,277,51,77,35.050505682100514,62.45158367049031,8.9,Chalky,1435
Cotton,50,76,136,16.027331546495397,72.14376865710003,8.9,Sandy,709
Cotton,148,96,147,39.555945324802444,25.03539199474588,4.1,Silty,587
Maize,194,61,113,13.384045174624012,85.72748020148238,8.0,Peaty,564
Maize,162,28,126,29.74343663076084,21.53338678951167,8.6,Clay,1024
Wheat,114,52,118,20.232676024788447,98.74908366443998,7.8,Loamy,490
Wheat,149,72,40,39.31502402640527,20.370250587215235,5.4,Loamy,524
Barley,141,54,35,21.246722583384397,48.07343998482633,7.5,Chalky,435
Barley,143,44,100,30.318548907610204,28.118397467047423,5.9,Clay,1208
Millets,255,25,64,20.668225016281937,26.66793915016988,7.7,Clay,851
Sugarcane,94,77,49,27.39158354104564,32.54821881738028,6.8,Peaty,893
Rice,249,57,99,19.868174558757687,98.27747373588464,8.5,Chalky,1228
Barley,107,97,149,36.059625518037606,97.21481223964959,4.5,Peaty,441
Groundnut,81,29,83,31.721931449164728,95.88456156251651,9.0,Clay,1437
Sugarcane,183,56,92,31.95369315686633,64.87015117840527,4.5,Peaty,655
Wheat,257,72,59,35.15519670232652,48.96646711883031,8.9,Loamy,1360
Cotton,194,60,136,12.477557894776734,99.93715086298401,5.1,Sandy,818
Pulses,124,85,44,21.879998668564973,62.06813920915687,4.2,Chalky,529
Cotton,131,64,71,30.459262757034068,88.8949262743794,7.9,Loamy,1068
Rice,146,29,63,21.238269038167914,34.56545241670214,7.9,Silty,1069
Cotton,102,62,111,15.153541934230674,71.01533982697927,7.8,Peaty,855
Rice,118,92,139,25.236417514924568,54.14377893991477,4.6,Clay,382
Soybean,243,38,107,19.88153647033927,90.34298030836766,4.6,Silty,1327
Cotton,189,27,118,20.720654153676158,69.29327030044038,4.5,Loamy,1445
Barley,261,90,116,23.937408632900123,72.62080266171098,4.2,Loamy,904
Rice,133,99,72,38.884377948709314,52.84954278519226,5.8,Chalky,1351
Barley,130,53,148,33.61651645884595,81.26989453408586,5.7,Silty,998
Soybean,186,63,131,31.653796415971964,72.07940310784804,6.5,Sandy,329
Millets,177,89,48,22.693497704078645,31.590014225098688,4.6,Chalky,568
Maize,135,74,35,23.810981367021707,20.13681337638691,6.9,Peaty,794
Cotton,295,95,135,26.729044215852873,44.98831531343366,6.3,Sandy,842
Pulses,236,25,50,17.528371119715324,66.27000246767217,6.3,Loamy,1175
Rice,299,87,41,33.01994575658948,71.40285955511251,5.9,Sandy,731
Soybean,297,80,71,34.67544711787336,20.403953870604603,8.7,Chalky,514
Groundnut,182,47,78,36.59008822364528,87.81436377610505,7.3,Sandy,453
Rice,109,68,80,37.43916760809984,94.82774159000004,5.4,Loamy,999
Pulses,52,57,96,13.971239923304356,52.66632996793356,6.0,Sandy,663
Barley,269,97,145,34.6620215539341,79.03869076946975,7.3,Silty,1179
Cotton,277,92,46,12.071951292728823,39.5752767295065,5.4,Loamy,899
Millets,94,33,44,23.28116007380873,22.24607391301347,8.0,Clay,315
Soybean,281,77,41,28.970472645890666,31.315251090827587,7.8,Chalky,673
Maize,114,53,85,18.689257229780537,51.96902484092039,8.4,Silty,592
Wheat,183,97,61,19.454828523123712,90.31168521538098,6.7,Silty,1208
Maize,256,75,138,23.368513164667217,26.873110429569973,8.5,Chalky,1498
Pulses,234,83,131,36.10685361953214,67.66654105636424,7.8,Peaty,419
Sugarcane,258,29,120,32.955770299804044,89.89224229438474,8.2,Chalky,1347
Pulses,270,47,44,33.38431849954156,54.15921105832573,7.8,Silty,1358
Soybean,164,44,137,21.7458338378711,78.58855176544292,5.6,Sandy,1162
Sugarcane,172,76,150,12.750817434938735,22.496308990562397,6.4,Clay,1039
Cotton,174,91,50,20.766769394226056,51.62511189329408,5.3,Sandy,579
Rice,186,81,134,25.33299581636932,45.65542769506809,7.1,Clay,591
Rice,70,44,56,36.48212181390165,95.97197140543108,5.2,Peaty,937
Groundnut,226,36,43,13.620167075351908,54.65671732447076,6.1,Peaty,591
Barley,154,64,92,37.933091866231194,63.22319514369249,5.7,Sandy,336
Pulses,60,41,51,21.48811164016265,67.69653017645524,5.0,Loamy,1054
Wheat,79,27,103,38.0322135914718,67.69551912930241,4.6,Peaty,722
Cotton,265,26,105,39.09710126044821,64.31200262525716,4.8,Peaty,995
Soybean,185,87,31,27.967994630865753,95.49405157526256,8.6,Clay,1414
Wheat,70,54,116,38.90427093526712,44.4498112558699,8.1,Peaty,779
Wheat,186,58,107,22.736240031225186,86.38797703283059,5.9,Clay,1405
Soybean,273,69,81,21.11776146274869,24.498354670375644,4.6,Loamy,1436
Cotton,223,76,150,29.38704621418162,30.062975377025065,7.3,Silty,913
Cotton,200,76,31,39.65078168363726,42.50789233842704,6.3,Peaty,952
Rice,100,35,147,19.32459821270011,20.399601270101044,5.1,Sandy,1096
Millets,295,94,89,19.86192169369555,64.74768944918188,8.6,Silty,779
Wheat,196,42,132,24.875258143262506,56.559114969816655,4.3,Silty,475
Rice,230,91,38,37.33861955218099,97.2734750809222,6.4,Sandy,1328
Sugarcane,221,85,118,34.48837506754052,37.364368297604656,6.0,Chalky,1268
Soybean,285,21,129,17.02585795565917,79.85942933969638,7.6,Sandy,889
Pulses,68,30,87,17.73795971705244,26.243976197047367,8.4,Sandy,508
Soybean,197,82,23,32.66814744978591,96.42580499363568,6.4,Chalky,1412
Rice,139,55,74,35.15858369853166,57.42894586023051,6.1,Clay,531
Sugarcane,123,73,107,30.427109356472123,32.339158769248414,5.6,Peaty,605
Rice,210,42,64,11.50115174829619,64.87271625380522,4.6,Chalky,767
Soybean,119,64,112,18.486958365423234,69.03848915416651,4.2,Loamy,701
Sugarcane,167,29,63,31.650102513418446,31.60555624377985,4.6,Sandy,1264
Soybean,53,81,66,15.738437165694798,40.629696504013765,7.7,Chalky,310
Maize,271,68,103,18.32820758520745,77.0701442549861,6.1,Clay,1065
Groundnut,117,69,118,21.294222887346685,82.25031369506041,4.5,Clay,397
Groundnut,123,40,84,26.57379897144205,56.13903155941229,6.6,Clay,1423
Cotton,199,61,85,27.36786871992126,64.56813409228589,7.5,Silty,591
Cotton,191,72,110,36.422265441463296,67.4701062056493,4.8,Chalky,1361
Maize,207,24,92,18.28957191599622,93.13831473307704,6.1,Peaty,1287
Pulses,67,22,85,12.153726892820481,92.22222170042622,5.6,Loamy,328
Barley,92,57,103,27.126996386369747,68.24781933278325,5.8,Chalky,721
Pulses,190,67,92,15.892436456430165,77.58030080289936,5.4,Silty,572
Wheat,227,88,55,13.320652826183888,28.767935324987725,7.6,Sandy,1450
Rice,262,84,104,36.121464554621525,33.01983690149128,5.1,Peaty,527
Groundnut,140,29,46,27.063514716797293,66.93191488406691,8.3,Clay,460
Pulses,54,91,61,36.52296304310234,65.76526206673027,7.1,Sandy,788
Pulses,240,37,122,13.696137381232813,28.69120477828483,5.7,Peaty,549
Barley,122,59,74,26.272454833347123,22.913810340680083,6.4,Chalky,1100
Soybean,269,89,109,29.515890814038414,92.44960139051001,4.4,Loamy,1092
Soybean,276,39,34,23.515205393844,79.88062404226594,9.0,Peaty,957
Cotton,133,29,59,10.439247728247171,83.77017573267568,5.8,Silty,335
Pulses,58,71,65,14.808930987256833,74.93061621600569,6.1,Clay,711
Millets,294,20,65,34.627721687796324,34.84604774588688,4.6,Silty,429
Cotton,274,87,23,39.834167018507614,77.7827416976568,5.7,Sandy,615
Cotton,96,78,44,36.0335146206351,99.6381360216954,6.7,Silty,385
Soybean,123,73,129,35.750095126871514,93.1295596420571,4.2,Chalky,1039
Cotton,54,68,117,31.867160366036998,26.60099736807881,4.8,Chalky,960
Millets,118,24,111,24.60897618548343,98.67669461173973,6.5,Chalky,592
Groundnut,186,43,69,13.21032935536346,29.104899700700855,6.9,Sandy,1014
Millets,117,96,31,27.341890024230366,64.96986455400229,6.2,Clay,777
Sugarcane,264,79,37,18.645516630114187,46.55177352095771,8.0,Loamy,1041
Cotton,63,40,72,29.56131664469509,84.55529176888464,6.9,Silty,735
Soybean,291,55,145,10.615260078523988,31.623069940755748,7.6,Sandy,955
Groundnut,132,23,137,34.547552034122255,92.8779037264557,8.4,Sandy,660
Barley,194,43,72,33.31564810277515,39.035110575533224,5.0,Sandy,1165
Pulses,230,67,106,14.318670885159174,89.67361171988172,6.5,Clay,447
Rice,133,59,95,26.744949365839847,51.550119106893966,5.2,Sandy,819
Millets,288,45,67,19.234337508029135,97.16942444943462,7.1,Sandy,1482
Pulses,161,22,43,26.493489258082025,50.48316430867143,5.3,Silty,680
Barley,148,27,95,33.650340951183274,27.20311337283605,8.0,Clay,1181
Wheat,184,83,117,33.14407828725592,86.52750625853466,7.0,Peaty,1443
Groundnut,246,64,57,33.353872566895305,52.549332374644365,6.5,Peaty,1247
Maize,243,72,72,31.440221475532034,80.78622756523586,5.9,Sandy,666
Barley,233,44,77,29.067245691320206,59.9334724868135,8.1,Clay,1016
Barley,127,34,62,24.17430422732175,47.287523855281336,4.1,Clay,1433
Wheat,129,75,132,16.96893932395197,60.387415475141424,6.6,Loamy,1212
Wheat,221,23,135,36.39789838881322,87.14496594487898,4.5,Loamy,1017
Maize,240,64,98,35.10632270793364,82.25021992694306,8.9,Silty,441
Rice,108,51,147,38.91971936175337,66.60024386901698,4.2,Chalky,578
Maize,223,98,89,28.000226043005004,97.55456548551285,5.8,Peaty,897
Millets,257,45,69,17.205598483942225,60.03673571428046,7.1,Chalky,619
Millets,91,30,149,10.781368218719596,24.192399766456507,8.4,Sandy,327
Soybean,159,44,124,36.17490455262809,41.5535915013961,8.3,Silty,1244
Sugarcane,295,77,77,10.635522710820018,62.66988003144978,4.7,Peaty,902
Cotton,81,68,81,19.269870253430668,71.05681277040331,8.4,Sandy,1395
Sugarcane,258,38,74,25.739958670071182,97.24135545171495,8.6,Silty,945
Groundnut,150,45,80,36.70513917049987,73.00679981575097,8.1,Silty,1146
Wheat,223,77,95,14.543881381496346,57.21094498738931,7.9,Chalky,545
Pulses,181,23,26,34.94741669395013,43.53470712101239,8.4,Silty,622
Wheat,156,85,71,39.422899744222164,79.74585202891078,8.6,Clay,439
Soybean,276,97,140,36.866714133730085,92.95757035662704,5.5,Chalky,414
Pulses,176,86,22,20.04386282594129,72.51580563086509,8.4,Clay,1243
Millets,280,72,130,11.802583111613224,80.3957866106661,5.3,Chalky,926
Groundnut,224,70,58,14.891163767010823,35.490059146160704,6.9,Chalky,567
Rice,215,61,69,14.664314883517559,97.76124704956078,5.4,Silty,782
Soybean,104,60,65,10.100548499189124,94.27987072380914,8.3,Peaty,547
Pulses,192,84,149,38.74228058045813,51.46071758226539,7.1,Sandy,1023
Cotton,247,58,122,38.24192141303487,56.102831879136666,4.2,Peaty,1334
Millets,156,97,20,13.75717713148736,84.24295312742173,8.0,Chalky,1090
Groundnut,130,61,28,35.85466510671216,52.19103629725049,6.8,Loamy,389
Soybean,118,95,56,22.279029874011556,20.667566394907606,5.0,Peaty,572
Cotton,147,55,94,12.175520157269064,46.698999413668645,8.5,Peaty,551
Soybean,111,42,49,23.828783341405863,26.119389585788795,8.3,Chalky,796
Millets,147,90,66,30.450624188977343,38.24710335202602,6.9,Clay,397
Rice,111,52,88,10.847527411417708,66.98031365828038,4.4,Silty,638
Rice,222,58,124,25.397650127711042,20.925382750062596,9.0,Clay,591
Cotton,235,29,103,34.66866824527785,87.46098711030652,7.9,Silty,495
Sugarcane,246,78,102,21.821351633093265,75.53104774043193,4.9,Chalky,1364
Cotton,73,92,149,28.235499041158597,82.88400521138061,8.6,Chalky,946
Wheat,160,77,85,36.164060710766776,36.73904514745645,6.9,Loamy,986
Soybean,108,99,31,35.53538516471459,49.95224095087657,8.9,Clay,1238
Soybean,104,96,72,21.321755660910725,38.51444547991833,5.9,Clay,980
Groundnut,181,50,44,15.17459641934519,35.58293576719996,7.1,Clay,479
Wheat,175,20,58,28.824039662749147,37.6742920268833,8.7,Sandy,356
Barley,226,36,36,18.66232984575562,63.201725541322034,6.8,Sandy,1368
Rice,192,97,61,32.016479192657556,52.88898179309713,5.1,Clay,1410
Wheat,108,35,68,18.525009950534304,82.80761035738921,4.2,Loamy,1125
Soybean,152,40,81,36.167853707060075,57.99586550417178,6.7,Peaty,986
Cotton,70,25,65,21.484290390862803,46.98366050058273,7.2,Loamy,914
Sugarcane,286,54,149,23.600985880210327,28.4345635252925,8.8,Clay,1192
Maize,225,20,42,30.418669721813316,23.80959501341372,4.6,Sandy,1295
Sugarcane,198,72,53,25.98979583171036,83.80030362050964,8.2,Sandy,1331
Groundnut,61,89,106,36.22967108764847,62.52722806896594,8.8,Silty,1208
Groundnut,299,90,120,10.965952660201516,38.3034094282079,6.3,Sandy,854
Barley,181,85,56,35.67881686983006,25.33969082855533,7.1,Peaty,1156
Rice,164,31,109,30.086520865710014,66.96353554002373,7.8,Chalky,400
Millets,217,66,121,28.760381914161446,99.40587337517151,7.0,Chalky,1477
Groundnut,123,37,112,29.480433917650046,67.42417622628088,4.2,Clay,648
Groundnut,253,60,67,26.171851953250638,27.23662082225511,5.7,Peaty,613
Wheat,89,98,27,36.53463289258582,28.80393224769862,5.0,Chalky,432
Rice,101,34,110,25.590259749395933,40.75424491873389,8.7,Chalky,1245
Soybean,289,92,45,20.024449110796475,23.77300695176139,7.8,Peaty,973
Maize,90,95,112,11.609215326390693,30.15717720179599,6.0,Peaty,805
Millets,65,96,77,34.70818800624021,61.0480875813272,5.3,Loamy,450
Maize,212,94,137,33.08884646950929,81.39036420365196,6.5,Sandy,762
Rice,196,48,30,12.473894866168617,53.068876414379325,8.3,Peaty,869
Groundnut,89,47,42,35.400137235342,27.48789691187879,4.8,Sandy,774
Groundnut,262,100,70,12.345441389745138,59.08579417422566,6.4,Peaty,945
Millets,179,32,106,26.49288526980047,60.186874992022524,5.6,Clay,1189
Groundnut,265,73,110,32.91563418118302,58.44978651885541,6.3,Clay,467
Cotton,241,80,138,10.691329489785106,20.778883716518727,5.2,Chalky,310
Groundnut,217,89,122,16.429466433712445,91.58588215808498,5.3,Loamy,1499
Millets,218,24,42,21.275685329796826,30.081981160159703,6.9,Peaty,729
Maize,263,30,111,15.921756424343826,46.08632449023944,6.0,Silty,1194
Wheat,159,72,33,15.973995036908423,64.61150092507403,6.0,Loamy,1025
Cotton,298,32,128,31.836255337415526,70.87559545523217,8.4,Peaty,546
Pulses,63,82,146,33.58580717476936,96.717744186659,6.1,Sandy,1420
Millets,103,36,150,38.29707184181346,24.581283695468777,4.6,Sandy,573
Pulses,249,53,132,18.420533691553825,51.56400768564758,6.2,Chalky,1430
Millets,215,42,68,39.43354027687354,89.12009132121513,6.7,Peaty,1013
Rice,234,20,107,19.685849243423437,61.273775237218345,5.4,Peaty,401
Groundnut,66,51,27,15.738450169448885,23.376703626815445,7.8,Sandy,863
Rice,125,70,136,28.880038427243864,98.3035615978555,7.0,Sandy,680
Millets,165,62,50,13.636766799904002,46.18944107353266,5.3,Sandy,1168
Barley,233,25,129,13.980833271089121,98.229249569054,4.8,Loamy,700
Pulses,124,95,78,32.05672579176071,46.004103046429215,4.6,Sandy,417
Groundnut,189,74,132,28.620685310935873,73.83446883342572,8.0,Loamy,384
Maize,237,63,107,12.193237950750728,78.08629604929985,4.5,Loamy,1067
Sugarcane,246,25,78,22.110921252328765,35.262169606240064,5.7,Chalky,668
Wheat,287,89,47,37.33297277019325,35.96599985177661,7.0,Silty,850
Barley,75,22,58,10.608609201516412,78.31939124426351,4.1,Sandy,1438
Rice,252,81,25,31.831007142039297,49.070954087039524,5.4,Peaty,1014
Maize,249,78,50,37.609605536158874,55.68916182866512,4.9,Sandy,834
Barley,162,92,84,31.16653191582094,55.04239383843946,8.7,Silty,926
Wheat,103,46,35,29.546077915570482,27.88457841300645,7.6,Peaty,556
